"","IND_SSKIN","IND_FAT","IND_BRAIN","IND_CO","IND_KIDNEY","IND_GONAD","IND_LIVER","IND_HCT","IND_HEART","IND_MUSCLE","IND_INTESTINE","IND_STOMACH","IND_LUNG","IND_VSKIN","IND_MARR","IND_PANCREAS","IND_SPLEEN","Result_Hair","Result_Liver","Result_Brain","Result_Kidney","Result_Urine","Final_urine","Final"
"493","Pearce et al. (2017)","Smith et al. (2014)","Pearce et al. (2017)","Mallick et al. (2019)","Pearce et al. (2017)","Haddad et al. (2001)","Pearce et al. (2017)","Mallick et al. (2019)","Haddad et al. (2001)","Pearce et al. (2017)","Haddad et al. (2001)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)",0.707482322360364,0.695948940609781,0.884967519030346,0.937168150924924,116.143983426489,23.8739100718829,0.806391733231354
"494","Pearce et al. (2017)","Pendse et al. (2020)","Pearce et al. (2017)","Mallick et al. (2019)","Pearce et al. (2017)","Haddad et al. (2001)","Pearce et al. (2017)","Mallick et al. (2019)","Haddad et al. (2001)","Pearce et al. (2017)","Haddad et al. (2001)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)",0.70793825740959,0.69574855314119,0.884473998409136,0.93743610443126,116.12947350492,23.8710140836623,0.806399228347794
"495","Pearce et al. (2017)","Deepika et al. (2021)","Pearce et al. (2017)","Mallick et al. (2019)","Pearce et al. (2017)","Haddad et al. (2001)","Pearce et al. (2017)","Mallick et al. (2019)","Haddad et al. (2001)","Pearce et al. (2017)","Haddad et al. (2001)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)",0.707566733026469,0.695895095709704,0.884328504213275,0.937203071134185,116.112927501107,23.8675841810382,0.806248351020908
"496","Pearce et al. (2017)","Smith et al. (2014)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Mallick et al. (2019)","Haddad et al. (2001)","Pearce et al. (2017)","Haddad et al. (2001)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)",0.707478888681365,0.695932580789963,0.884980182678523,0.937174926250049,116.144965886021,23.8741064928842,0.806391644599975
"497","Pearce et al. (2017)","Pendse et al. (2020)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Mallick et al. (2019)","Haddad et al. (2001)","Pearce et al. (2017)","Haddad et al. (2001)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)",0.707935192975834,0.695732261729482,0.884486865136568,0.937442821474374,116.130434831131,23.8712063944896,0.806399285329064
"498","Pearce et al. (2017)","Deepika et al. (2021)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Mallick et al. (2019)","Haddad et al. (2001)","Pearce et al. (2017)","Haddad et al. (2001)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)",0.70756344015168,0.695878793966921,0.884341241495902,0.937209804778343,116.113897420517,23.8677781401821,0.806248320098212
"499","Pearce et al. (2017)","Smith et al. (2014)","Pearce et al. (2017)","Deepika et al. (2021)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Mallick et al. (2019)","Haddad et al. (2001)","Pearce et al. (2017)","Haddad et al. (2001)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)",0.707479037697679,0.69593425680216,0.884981853137843,0.937174357015118,116.144945648319,23.8741030305943,0.8063923761632
"500","Pearce et al. (2017)","Pendse et al. (2020)","Pearce et al. (2017)","Deepika et al. (2021)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Mallick et al. (2019)","Haddad et al. (2001)","Pearce et al. (2017)","Haddad et al. (2001)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)",0.707935340514578,0.695733938571307,0.884488542588819,0.937442255244578,116.130414651496,23.871202945683,0.80640001922982
"501","Pearce et al. (2017)","Deepika et al. (2021)","Pearce et al. (2017)","Deepika et al. (2021)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Mallick et al. (2019)","Haddad et al. (2001)","Pearce et al. (2017)","Haddad et al. (2001)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)",0.707563587854485,0.695880470835845,0.884342918949867,0.937209236891489,116.113877211627,23.8677746852316,0.806249053632922
"502","Pearce et al. (2017)","Smith et al. (2014)","Pearce et al. (2017)","Mallick et al. (2019)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Mallick et al. (2019)","Haddad et al. (2001)","Pearce et al. (2017)","Haddad et al. (2001)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)",0.707482453332157,0.695947220760465,0.884957097148672,0.937167324334816,116.144237317899,23.8739582826951,0.806388523894027
"503","Pearce et al. (2017)","Pendse et al. (2020)","Pearce et al. (2017)","Mallick et al. (2019)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Mallick et al. (2019)","Haddad et al. (2001)","Pearce et al. (2017)","Haddad et al. (2001)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)",0.707938752872923,0.695746907603725,0.884463808600036,0.937435221979243,116.129706468735,23.8710582319581,0.806396172763982
"504","Pearce et al. (2017)","Deepika et al. (2021)","Pearce et al. (2017)","Mallick et al. (2019)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Mallick et al. (2019)","Haddad et al. (2001)","Pearce et al. (2017)","Haddad et al. (2001)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)",0.707567002871943,0.695893439870888,0.884318182140573,0.937202205797782,116.11316931918,23.8676300299723,0.806245207670297
"505","Pearce et al. (2017)","Smith et al. (2014)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Haddad et al. (2001)","Pearce et al. (2017)","Mallick et al. (2019)","Beaudouin et al. (2010)","Pearce et al. (2017)","Haddad et al. (2001)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)",0.707468551421826,0.6959364939956,0.884979028684025,0.937169098058748,116.144981922944,23.8741070190209,0.80638829304005
"506","Pearce et al. (2017)","Pendse et al. (2020)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Haddad et al. (2001)","Pearce et al. (2017)","Mallick et al. (2019)","Beaudouin et al. (2010)","Pearce et al. (2017)","Haddad et al. (2001)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)",0.70792505073869,0.695735980878477,0.884485632121146,0.937437168743608,116.130474345547,23.8712116356058,0.80639595812048
"507","Pearce et al. (2017)","Deepika et al. (2021)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Haddad et al. (2001)","Pearce et al. (2017)","Mallick et al. (2019)","Beaudouin et al. (2010)","Pearce et al. (2017)","Haddad et al. (2001)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)",0.707553151067862,0.695882682728318,0.884339747987363,0.937204029896397,116.113916565328,23.8677792354015,0.806244902919985
"508","Pearce et al. (2017)","Smith et al. (2014)","Pearce et al. (2017)","Deepika et al. (2021)","Pearce et al. (2017)","Haddad et al. (2001)","Pearce et al. (2017)","Mallick et al. (2019)","Beaudouin et al. (2010)","Pearce et al. (2017)","Haddad et al. (2001)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)",0.707468700410163,0.695938169590323,0.884980698726727,0.93716852891236,116.144961685475,23.874103556623,0.806389024409894
"509","Pearce et al. (2017)","Pendse et al. (2020)","Pearce et al. (2017)","Deepika et al. (2021)","Pearce et al. (2017)","Haddad et al. (2001)","Pearce et al. (2017)","Mallick et al. (2019)","Beaudouin et al. (2010)","Pearce et al. (2017)","Haddad et al. (2001)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)",0.707925198250496,0.695737657305677,0.884487309111593,0.937436602598362,116.130454166004,23.8712081866541,0.806396691816532
"510","Pearce et al. (2017)","Deepika et al. (2021)","Pearce et al. (2017)","Deepika et al. (2021)","Pearce et al. (2017)","Haddad et al. (2001)","Pearce et al. (2017)","Mallick et al. (2019)","Beaudouin et al. (2010)","Pearce et al. (2017)","Haddad et al. (2001)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)",0.70755329874415,0.695884359182871,0.884341425010761,0.93720346209727,116.113896356602,23.8677757803275,0.806245636258763
"511","Pearce et al. (2017)","Smith et al. (2014)","Pearce et al. (2017)","Mallick et al. (2019)","Pearce et al. (2017)","Haddad et al. (2001)","Pearce et al. (2017)","Mallick et al. (2019)","Beaudouin et al. (2010)","Pearce et al. (2017)","Haddad et al. (2001)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)",0.707472115895409,0.695951131044788,0.884955949585822,0.937161497175663,116.144253357106,23.8739588101615,0.80638517342542
"512","Pearce et al. (2017)","Pendse et al. (2020)","Pearce et al. (2017)","Mallick et al. (2019)","Pearce et al. (2017)","Haddad et al. (2001)","Pearce et al. (2017)","Mallick et al. (2019)","Beaudouin et al. (2010)","Pearce et al. (2017)","Haddad et al. (2001)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)",0.707928610468605,0.695750623827987,0.884462581916463,0.937429570275761,116.129745984794,23.8710634742566,0.806392846622204
"513","Pearce et al. (2017)","Deepika et al. (2021)","Pearce et al. (2017)","Mallick et al. (2019)","Pearce et al. (2017)","Haddad et al. (2001)","Pearce et al. (2017)","Mallick et al. (2019)","Beaudouin et al. (2010)","Pearce et al. (2017)","Haddad et al. (2001)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)",0.707556713615254,0.695897325724789,0.884316694998415,0.937196431941682,116.11318846562,23.8676311263801,0.806241791570035
"514","Pearce et al. (2017)","Smith et al. (2014)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Mallick et al. (2019)","Beaudouin et al. (2010)","Pearce et al. (2017)","Haddad et al. (2001)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)",0.707468692506974,0.695934774179877,0.88496861540528,0.937168270793838,116.145235504689,23.8741551715151,0.806385088221492
"515","Pearce et al. (2017)","Pendse et al. (2020)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Mallick et al. (2019)","Beaudouin et al. (2010)","Pearce et al. (2017)","Haddad et al. (2001)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)",0.707925555980683,0.695734335248648,0.884475449986913,0.937436285703315,116.130707011936,23.8712557277712,0.80639290672989
"516","Pearce et al. (2017)","Deepika et al. (2021)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Mallick et al. (2019)","Beaudouin et al. (2010)","Pearce et al. (2017)","Haddad et al. (2001)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)",0.707553430791608,0.695881026840482,0.884329433957362,0.937203163935182,116.114158084385,23.8678250279819,0.806241763881159
"517","Pearce et al. (2017)","Smith et al. (2014)","Pearce et al. (2017)","Deepika et al. (2021)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Mallick et al. (2019)","Beaudouin et al. (2010)","Pearce et al. (2017)","Haddad et al. (2001)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)",0.707468841512979,0.695936449949869,0.884970285034232,0.937167701622953,116.145215266468,23.8741517089176,0.806385819530008
"518","Pearce et al. (2017)","Pendse et al. (2020)","Pearce et al. (2017)","Deepika et al. (2021)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Mallick et al. (2019)","Beaudouin et al. (2010)","Pearce et al. (2017)","Haddad et al. (2001)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)",0.707925703507932,0.695736011850587,0.884477126567137,0.937435719531181,116.130686831788,23.871252278649,0.80639364036421
"519","Pearce et al. (2017)","Deepika et al. (2021)","Pearce et al. (2017)","Deepika et al. (2021)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Mallick et al. (2019)","Beaudouin et al. (2010)","Pearce et al. (2017)","Haddad et al. (2001)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)",0.707553578483656,0.695882703469781,0.884331110576959,0.937202596110917,116.114137874975,23.8678215727233,0.806242497160328
"520","Pearce et al. (2017)","Smith et al. (2014)","Pearce et al. (2017)","Mallick et al. (2019)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Mallick et al. (2019)","Beaudouin et al. (2010)","Pearce et al. (2017)","Haddad et al. (2001)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)",0.70747225698606,0.695949412234348,0.884945533783659,0.937160669643179,116.144506938265,23.8740069621824,0.806381968161812
"521","Pearce et al. (2017)","Pendse et al. (2020)","Pearce et al. (2017)","Mallick et al. (2019)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Mallick et al. (2019)","Beaudouin et al. (2010)","Pearce et al. (2017)","Haddad et al. (2001)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)",0.707929115709376,0.695748979201359,0.884452397268315,0.937428686967872,116.129978651237,23.8711075660768,0.80638979478673
"522","Pearce et al. (2017)","Deepika et al. (2021)","Pearce et al. (2017)","Mallick et al. (2019)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Mallick et al. (2019)","Beaudouin et al. (2010)","Pearce et al. (2017)","Haddad et al. (2001)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)",0.707556993341548,0.695895670839234,0.884306378453313,0.937195565713864,116.113429984458,23.8676769185612,0.80623865208699
"523","Pearce et al. (2017)","Smith et al. (2014)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Haddad et al. (2001)","Pearce et al. (2017)","Mallick et al. (2019)","Haddad et al. (2001)","Pearce et al. (2017)","Pearce et al. (2014)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)",0.707428704046974,0.695944809866332,0.884933029304892,0.937148595785122,116.145941775709,23.8742793829426,0.80636378475083
"524","Pearce et al. (2017)","Pendse et al. (2020)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Haddad et al. (2001)","Pearce et al. (2017)","Mallick et al. (2019)","Haddad et al. (2001)","Pearce et al. (2017)","Pearce et al. (2014)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)",0.70788650024373,0.695743843973235,0.884439971961338,0.937417147431331,116.131472615508,23.8713920158235,0.806371865902409
"525","Pearce et al. (2017)","Deepika et al. (2021)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Haddad et al. (2001)","Pearce et al. (2017)","Mallick et al. (2019)","Haddad et al. (2001)","Pearce et al. (2017)","Pearce et al. (2014)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)",0.707513654496024,0.695891110160354,0.884293021119929,0.937183672079576,116.114851828216,23.8679466572145,0.806220364463971
"526","Pearce et al. (2017)","Smith et al. (2014)","Pearce et al. (2017)","Deepika et al. (2021)","Pearce et al. (2017)","Haddad et al. (2001)","Pearce et al. (2017)","Mallick et al. (2019)","Haddad et al. (2001)","Pearce et al. (2017)","Pearce et al. (2014)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)","Beaudouin et al. (2010)","Pearce et al. (2017)","Pearce et al. (2017)",0.70742885209452,0.695946490539562,0.884934725417129,0.937148026822281,116.14592151179,23.8742759213327,0.806364523718373
